member_id,member_name,party,state,congress,avg_simple_conformity,avg_entropy_conformity,votes_cast,birth_year,first_year_served,gender,chamber,district
E000226,Etheridge,D,NC,110,0.972972972972973,0.8500081090656427,1850,1941.0,1997.0,M,rep,NC-2
E000226,Etheridge,D,NC,111,0.9771886559802712,0.8257468051652977,1622,1941.0,1997.0,M,rep,NC-2
E000235,Ezell,R,MS,118,0.9521812080536912,0.7192766880850465,1192,1959.0,2023.0,M,rep,MS-4
E000235,Ezell,R,MS,119,0.9859154929577464,0.910409169601756,142,1959.0,2023.0,M,rep,MS-4
E000246,Edwards,R,NC,118,0.8786127167630058,0.6888563105267739,1211,1960.0,2023.0,M,rep,NC-11
E000246,Edwards,R,NC,119,0.9857142857142858,0.9075499288482876,140,1960.0,2023.0,M,rep,NC-11
E000250,Evans,D,IL,101,0.9412915851272016,0.6227435234159094,511,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,102,0.9161073825503356,0.5747283468873758,894,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,103,0.915270018621974,0.5784519634765979,1074,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,104,0.9147640791476408,0.46937569595087,1314,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,105,0.9016393442622952,0.5519677847721397,1159,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,106,0.9210084033613444,0.6141318584543481,1190,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,107,0.9368530020703932,0.652666497359505,966,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,108,0.9379194630872484,0.7287995773880268,1192,1951.0,1983.0,M,rep,IL-17
E000250,Evans,D,IL,109,0.955177743431221,0.7084584991496948,647,1951.0,1983.0,M,rep,IL-17
E000268,Everett,R,AL,103,0.8860055607043559,0.5408981760443765,1079,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,104,0.931852986217458,0.6806022242108345,1306,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,105,0.9394463667820068,0.6636024704048434,1156,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,106,0.948561464690497,0.6756653368950151,1147,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,107,0.9578378378378378,0.7770344995966928,925,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,108,0.932396839332748,0.7812007911174857,1139,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,109,0.9524564183835182,0.7589776857876549,631,1937.0,1993.0,M,rep,AL-2
E000268,Everett,R,AL,110,0.9305312317571512,0.6814021259818279,1713,1937.0,1993.0,M,rep,AL-2
E000282,Ewing,R,IL,102,0.8357771260997068,0.4482296777031099,682,1935.0,1991.0,M,rep,IL-15
E000282,Ewing,R,IL,103,0.931390977443609,0.5583051460378706,1064,1935.0,1991.0,M,rep,IL-15
E000282,Ewing,R,IL,104,0.9449612403100776,0.6886289239766437,1290,1935.0,1991.0,M,rep,IL-15
E000282,Ewing,R,IL,105,0.9361135758651288,0.6622680893503124,1127,1935.0,1991.0,M,rep,IL-15
E000282,Ewing,R,IL,106,0.921847246891652,0.6714286743320604,1126,1935.0,1991.0,M,rep,IL-15
E000287,Emanuel,D,IL,108,0.9575551782682512,0.7331509319440235,1178,1959.0,2003.0,M,rep,IL-5
E000287,Emanuel,D,IL,109,0.9510268562401264,0.7206016234209219,633,1959.0,2003.0,M,rep,IL-5
E000287,Emanuel,D,IL,110,0.9844271412680756,0.8551931439695367,1798,1959.0,2003.0,M,rep,IL-5
E000288,Ellison,D,MN,110,0.9701576576576576,0.8434939995045269,1776,1963.0,2007.0,M,rep,MN-5
E000288,Ellison,D,MN,111,0.9705497382198952,0.8261436184660266,1528,1963.0,2007.0,M,rep,MN-5
E000288,Ellison,D,MN,112,0.9383561643835616,0.629644419017444,1460,1963.0,2007.0,M,rep,MN-5
E000288,Ellison,D,MN,113,0.9365217391304348,0.70816877245402,1150,1963.0,2007.0,M,rep,MN-5
E000288,Ellison,D,MN,114,0.9643705463182898,0.8046786194254397,1263,1963.0,2007.0,M,rep,MN-5
E000288,Ellison,D,MN,115,0.935483870967742,0.8141352055144047,992,1963.0,2007.0,M,rep,MN-5
E000289,Ellsworth,D,IN,110,0.8782983306408185,0.7924525576739693,1857,1958.0,2007.0,M,rep,IN-8
E000289,Ellsworth,D,IN,111,0.8872704243191893,0.774727018179709,1579,1958.0,2007.0,M,rep,IN-8
E000290,Edwards,D,MD,112,0.9334600760456274,0.6340410487102236,1578,1958.0,2008.0,F,rep,MD-4
E000290,Edwards,D,MD,113,0.9387931034482758,0.7165690020824893,1160,1958.0,2008.0,F,rep,MD-4
E000290,Edwards,D,MD,114,0.9796078431372548,0.8110886409652108,1275,1958.0,2008.0,F,rep,MD-4
E000290,Edwards (MD),D,MD,110,0.9844961240310076,0.8716495987228254,258,1958.0,2008.0,F,rep,MD-4
E000290,Edwards (MD),D,MD,111,0.9686539643515673,0.8238842091948548,1627,1958.0,2008.0,F,rep,MD-4
E000291,Ellmers,R,NC,112,0.9579885423297264,0.7329438375082984,1571,1964.0,2011.0,F,rep,NC-2
E000291,Ellmers,R,NC,113,0.9476351351351352,0.768411749625741,1184,1964.0,2011.0,F,rep,NC-2
E000291,Ellmers,R,NC,114,0.8902439024390244,0.8369129596919915,82,1964.0,2011.0,F,rep,NC-2
E000291,Ellmers (NC),R,NC,114,0.9485559566787004,0.7772634423718787,1108,1964.0,2011.0,F,rep,NC-2
E000292,Enyart,D,IL,113,0.8887938408896493,0.6890916662606714,1169,1949.0,2013.0,M,rep,IL-12
E000293,Esty,D,CT,113,0.9424703891708968,0.7148492773497127,1182,1959.0,2013.0,F,rep,CT-5
E000293,Esty,D,CT,114,0.9642041127189642,0.806663844730241,1313,1959.0,2013.0,F,rep,CT-5
E000293,Esty,D,CT,115,0.9636363636363636,0.8768489135348417,220,1959.0,2013.0,F,rep,CT-5
E000293,Esty (CT),D,CT,115,0.9704383282364932,0.813383571327007,981,1959.0,2013.0,F,rep,CT-5
E000294,Emmer,R,MN,114,0.9753086419753086,0.880867822692331,81,1961.0,2015.0,M,rep,MN-6
E000294,Emmer,R,MN,115,0.9489112227805696,0.8048936491578474,1194,1961.0,2015.0,M,rep,MN-6
E000294,Emmer,R,MN,116,0.9399538106235564,0.7034175269148076,866,1961.0,2015.0,M,rep,MN-6
E000294,Emmer,R,MN,117,0.943866943866944,0.6955710193272947,962,1961.0,2015.0,M,rep,MN-6
E000294,Emmer,R,MN,118,0.9560618388934092,0.706477350746336,1229,1961.0,2015.0,M,rep,MN-6
E000294,Emmer,R,MN,119,0.9930555555555556,0.9061250141403784,144,1961.0,2015.0,M,rep,MN-6
E000294,Emmer (MN),R,MN,114,0.9346938775510204,0.7681070904451366,1225,1961.0,2015.0,M,rep,MN-6
E000296,Evans,D,PA,114,0.9782608695652174,0.8798341829438749,46,1954.0,2016.0,M,rep,PA-3
E000296,Evans,D,PA,115,0.9597989949748744,0.8237454821970188,1194,1954.0,2016.0,M,rep,PA-3
E000296,Evans,D,PA,116,0.9925133689839571,0.9051880135656069,935,1954.0,2016.0,M,rep,PA-3
E000296,Evans,D,PA,117,0.9909365558912386,0.9428298505720668,993,1954.0,2016.0,M,rep,PA-3
E000296,Evans,D,PA,118,0.9743290548424738,0.8594495253677915,857,1954.0,2016.0,M,rep,PA-3
E000296,Evans (PA),D,PA,119,1.0,0.8952444285188887,136,1954.0,2016.0,M,rep,PA-3
E000297,Espaillat,D,NY,115,0.9622799664710812,0.8209658355305988,1193,1954.0,2017.0,M,rep,NY-13
E000297,Espaillat,D,NY,116,0.9789473684210528,0.901104834981934,950,1954.0,2017.0,M,rep,NY-13
E000297,Espaillat,D,NY,117,0.9858442871587462,0.9403000865321524,989,1954.0,2017.0,M,rep,NY-13
E000297,Espaillat,D,NY,118,0.9737058340180772,0.8585054851702847,1217,1954.0,2017.0,M,rep,NY-13
E000297,Espaillat,D,NY,119,0.9930555555555556,0.8869153050564863,144,1954.0,2017.0,M,rep,NY-13
E000298,Estes,R,KS,116,0.935897435897436,0.7007387582496362,936,1956.0,2017.0,M,rep,KS-4
E000298,Estes,R,KS,117,0.9009584664536742,0.6904132415160525,939,1956.0,2017.0,M,rep,KS-4
E000298,Estes,R,KS,118,0.9540229885057472,0.7037443820159216,1218,1956.0,2017.0,M,rep,KS-4
E000298,Estes,R,KS,119,0.9652777777777778,0.8982105603518309,144,1956.0,2017.0,M,rep,KS-4
E000298,Estes (KS),R,KS,115,0.9846311475409836,0.7878180828977771,976,1956.0,2017.0,M,rep,KS-4
E000299,Escobar,D,TX,116,0.9882978723404257,0.9038423558707188,940,1969.0,2019.0,F,rep,TX-16
E000299,Escobar,D,TX,117,0.9635258358662614,0.9174127818342102,987,1969.0,2019.0,F,rep,TX-16
E000299,Escobar,D,TX,118,0.9797125950972104,0.8595893831154462,1183,1969.0,2019.0,F,rep,TX-16
E000299,Escobar,D,TX,119,0.993006993006993,0.8862715978858924,143,1969.0,2019.0,F,rep,TX-16
E000300,Evans (CO),R,CO,119,1.0,0.9062126528675428,144,1986.0,2025.0,M,rep,CO-8
E000301,Elfreth,D,MD,119,0.9722222222222222,0.8840737844483985,144,1988.0,2025.0,F,rep,MD-3
F000010,Faleomavaega,D,XX,110,0.9493670886075948,0.7180861515410589,237,1943.0,1989.0,M,rep,AS-0
F000010,Faleomavaega,D,XX,111,0.9699570815450644,0.755831901387745,233,1943.0,1989.0,M,rep,AS-0
F000010,Faleomavaega (AS),D,AS,103,0.9324894514767932,0.4450941469890896,237,1943.0,1989.0,M,rep,AS-0
F000030,Farr,D,CA,103,0.9275534441805224,0.5552071304712085,842,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,104,0.92967542503864,0.4720973825996918,1294,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,105,0.9038817005545288,0.5513788572499787,1082,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,106,0.9479077711357814,0.6171248641586683,1171,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,107,0.9448416751787538,0.6571869721959575,979,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,108,0.9397489539748954,0.7299945472744346,1195,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,109,0.9347496206373292,0.7072398747276961,659,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,110,0.9791323448654584,0.8515499012633757,1821,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,111,0.9781795511221946,0.8274415713516975,1604,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,112,0.9322683706070288,0.6348706191347607,1565,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,113,0.9473684210526316,0.7160082375980981,1159,1941.0,1993.0,M,rep,CA-20
F000030,Farr,D,CA,114,0.9637972646822204,0.7987236037194934,1243,1941.0,1993.0,M,rep,CA-20
F000041,Fascell,D,FL,101,0.9266802443991852,0.6129478895511449,491,1917.0,1955.0,M,rep,FL-19
F000041,Fascell,D,FL,102,0.903755868544601,0.5782459764163576,852,1917.0,1955.0,M,rep,FL-19
F000043,Fattah,D,PA,104,0.9058629232039636,0.4594832958007918,1211,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,105,0.9120073327222732,0.5501614598222115,1091,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,106,0.9263636363636364,0.6194877809362461,1100,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,107,0.9353070175438596,0.6492601145097128,912,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,108,0.9561157796451916,0.7313094570867492,1071,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,109,0.94314381270903,0.6931019870011469,598,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,110,0.9850478468899522,0.8496100194307007,1672,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,111,0.9857408555486672,0.8310963714602038,1613,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,112,0.9481865284974094,0.6368132150484326,1544,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,113,0.957391304347826,0.7140358997042512,1150,1956.0,1995.0,M,rep,PA-2
F000043,Fattah,D,PA,114,0.970959595959596,0.8058615010353756,792,1956.0,1995.0,M,rep,PA-2
F000049,Fawell,R,IL,101,0.8399209486166008,0.409116121573236,506,1929.0,1985.0,M,rep,IL-13
F000049,Fawell,R,IL,102,0.8183908045977012,0.4501572482591912,870,1929.0,1985.0,M,rep,IL-13
F000049,Fawell,R,IL,103,0.8474264705882353,0.5421773323359481,1088,1929.0,1985.0,M,rep,IL-13
F000049,Fawell,R,IL,104,0.8876146788990825,0.6719750948210808,1308,1929.0,1985.0,M,rep,IL-13
F000049,Fawell,R,IL,105,0.8593466424682396,0.6328212084333521,1102,1929.0,1985.0,M,rep,IL-13
F000053,Fazio,D,CA,101,0.9344262295081968,0.6241230404128376,488,1942.0,1979.0,M,rep,CA-3
F000053,Fazio,D,CA,102,0.9009216589861752,0.5830843149318945,868,1942.0,1979.0,M,rep,CA-3
F000053,Fazio,D,CA,103,0.9196675900277008,0.5856570911017492,1083,1942.0,1979.0,M,rep,CA-3
F000053,Fazio,D,CA,104,0.862370723945903,0.4577208905337624,1257,1942.0,1979.0,M,rep,CA-3
F000053,Fazio,D,CA,105,0.8639157155399473,0.5415205834987183,1139,1942.0,1979.0,M,rep,CA-3
F000059,Feighan,D,OH,101,0.9436008676789588,0.617889695329119,461,1947.0,1983.0,M,rep,OH-19
F000059,Feighan,D,OH,102,0.9343629343629344,0.5750368939373636,777,1947.0,1983.0,M,rep,OH-19
F000110,Fields,D,LA,119,0.9790209790209792,0.8904128819761153,143,1962.0,1993.0,M,rep,LA-6
F000110,Fields (LA),D,LA,103,0.9111318989710008,0.5832270586239372,1069,1962.0,1993.0,M,rep,LA-6
F000110,Fields (LA),D,LA,104,0.8945487042001787,0.4652161048637323,1119,1962.0,1993.0,M,rep,LA-6
F000111,Fields (TX),R,TX,101,0.8374485596707819,0.4053444862344331,486,1952.0,1981.0,M,rep,TX-8
F000111,Fields (TX),R,TX,102,0.8757327080890973,0.4676360533116176,853,1952.0,1981.0,M,rep,TX-8
F000111,Fields (TX),R,TX,103,0.913089005235602,0.5509015538473444,955,1952.0,1981.0,M,rep,TX-8
F000111,Fields (TX),R,TX,104,0.957685664939551,0.6990139100353411,1158,1952.0,1981.0,M,rep,TX-8
F000116,Filner,D,CA,103,0.9095063985374772,0.5791026876258065,1094,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,104,0.8815052041633307,0.4545179154189215,1249,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,105,0.835387323943662,0.5314984087004698,1136,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,106,0.8797909407665505,0.5998934543632034,1148,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,107,0.8252631578947368,0.6085677513025186,950,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,108,0.9021834061135372,0.7176505853295414,1145,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,109,0.9322033898305084,0.7013539334679268,649,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,110,0.9606211869107044,0.8397649140868165,1803,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,111,0.9659442724458204,0.8232298252259653,1615,1942.0,1993.0,M,rep,CA-51
F000116,Filner,D,CA,112,0.924170616113744,0.6295557053552274,1055,1942.0,1993.0,M,rep,CA-51
F000128,Fingerhut,D,OH,103,0.8735955056179775,0.5543809536430602,1068,1959.0,1993.0,M,rep,OH-19
F000141,Fish,R,NY,101,0.7148846960167715,0.3870011272096033,477,1926.0,1969.0,M,rep,NY-19
F000141,Fish,R,NY,102,0.6913145539906104,0.4081855026274852,852,1926.0,1969.0,M,rep,NY-19
F000141,Fish,R,NY,103,0.7242105263157895,0.4773715045117266,950,1926.0,1969.0,M,rep,NY-19
F000184,Flake,D,NY,101,0.925438596491228,0.6135634124895879,456,1945.0,1987.0,M,rep,NY-6
F000184,Flake,D,NY,102,0.9244114002478316,0.5709364500144156,807,1945.0,1987.0,M,rep,NY-6
F000184,Flake,D,NY,103,0.9317023445463812,0.5823692506511736,981,1945.0,1987.0,M,rep,NY-6
F000184,Flake,D,NY,104,0.916089965397924,0.4570559195256244,1156,1945.0,1987.0,M,rep,NY-6
F000184,Flake,D,NY,105,0.8909090909090909,0.5113273490586996,495,1945.0,1987.0,M,rep,NY-6
F000187,Flanagan,R,IL,104,0.9096477794793262,0.6727026981698945,1306,1962.0,1995.0,M,rep,IL-5
F000208,Flippo,D,AL,101,0.843558282208589,0.5726271480392265,326,1937.0,1977.0,M,rep,AL-5
F000235,Foglietta,D,PA,101,0.9331983805668016,0.610980586835695,494,1928.0,1981.0,M,rep,PA-1
F000235,Foglietta,D,PA,102,0.9205955334987592,0.5782367866968409,806,1928.0,1981.0,M,rep,PA-1
F000235,Foglietta,D,PA,103,0.9104186952288218,0.5757491985493527,1027,1928.0,1981.0,M,rep,PA-1
F000235,Foglietta,D,PA,104,0.8965238480194018,0.4576388008043043,1237,1928.0,1981.0,M,rep,PA-1
F000235,Foglietta,D,PA,105,0.8837719298245614,0.5313405464160875,456,1928.0,1981.0,M,rep,PA-1
F000238,Foley,R,FL,104,0.8974751338944147,0.6749291746962949,1307,1954.0,1995.0,M,rep,FL-16
F000238,Foley,R,FL,105,0.905393457117595,0.6606038065012925,1131,1954.0,1995.0,M,rep,FL-16
F000238,Foley,R,FL,106,0.8896321070234113,0.6604162884476118,1196,1954.0,1995.0,M,rep,FL-16
F000238,Foley,R,FL,107,0.943064182194617,0.7700010474788741,966,1954.0,1995.0,M,rep,FL-16
F000238,Foley,R,FL,108,0.9545836837678722,0.7823792361375697,1189,1954.0,1995.0,M,rep,FL-16
F000238,Foley,R,FL,109,0.9399684044233808,0.7544790486995817,633,1954.0,1995.0,M,rep,FL-16
F000239,Foley,D,WA,101,0.9166666666666666,0.5335229313001981,12,1929.0,1965.0,M,rep,WA-5
F000239,Foley,D,WA,102,0.9285714285714286,0.3800098042263523,28,1929.0,1965.0,M,rep,WA-5
F000239,Foley,D,WA,103,0.9672131147540984,0.423518735266561,61,1929.0,1965.0,M,rep,WA-5
F000246,Fallon,R,TX,117,0.9028925619834712,0.6924139147219481,968,1967.0,2021.0,M,rep,TX-4
F000246,Fallon,R,TX,118,0.9369294605809128,0.7066806623773749,1205,1967.0,2021.0,M,rep,TX-4
F000246,Fallon,R,TX,119,0.965034965034965,0.8993945808202459,143,1967.0,2021.0,M,rep,TX-4
F000257,Forbes,D,NY,106,0.8265179677819083,0.5837212675193758,807,1952.0,1995.0,M,rep,NY-1
F000257,Forbes,R,NY,104,0.864591439688716,0.6474508070407274,1285,1952.0,1995.0,M,rep,NY-1
F000257,Forbes,R,NY,105,0.797373358348968,0.5971530679630014,1066,1952.0,1995.0,M,rep,NY-1
F000257,Forbes,R,NY,106,0.8087248322147651,0.6305429829826409,298,1952.0,1995.0,M,rep,NY-1
F000261,Ford,D,TN,101,0.9150943396226416,0.5803563044188225,318,1945.0,1975.0,M,rep,TN-9
F000261,Ford,D,TN,102,0.9029411764705882,0.5666213202312745,680,1945.0,1975.0,M,rep,TN-9
F000261,Ford,D,TN,103,0.9258793969849246,0.5628556833089943,796,1945.0,1975.0,M,rep,TN-9
F000261,Ford,D,TN,104,0.9074930619796484,0.4543404158791674,1081,1945.0,1975.0,M,rep,TN-9
F000262,Ford,D,TN,105,0.9031657355679702,0.5559537217067875,1074,1970.0,1997.0,M,rep,TN-9
F000262,Ford,D,TN,106,0.9060052219321147,0.6085649860079112,1149,1970.0,1997.0,M,rep,TN-9
F000262,Ford,D,TN,107,0.9124866595517608,0.6472549167549643,937,1970.0,1997.0,M,rep,TN-9
F000262,Ford,D,TN,108,0.9213780918727916,0.7269834419733785,1132,1970.0,1997.0,M,rep,TN-9
F000262,Ford,D,TN,109,0.8912337662337663,0.6809402395173465,616,1970.0,1997.0,M,rep,TN-9
F000270,Ford (MI),D,MI,101,0.9363395225464192,0.618266403071081,377,1927.0,1965.0,M,rep,MI-13
F000270,Ford (MI),D,MI,102,0.9315403422982884,0.5806937875176179,818,1927.0,1965.0,M,rep,MI-13
F000270,Ford (MI),D,MI,103,0.9144385026737968,0.5757622336499899,935,1927.0,1965.0,M,rep,MI-13
F000328,Fowler,R,FL,103,0.8742911153119093,0.5488785450726555,1058,1942.0,1993.0,F,rep,FL-4
F000328,Fowler,R,FL,104,0.9272,0.6802912309353388,1250,1942.0,1993.0,F,rep,FL-4
F000328,Fowler,R,FL,105,0.9373881932021468,0.6667405453193387,1118,1942.0,1993.0,F,rep,FL-4
F000328,Fowler,R,FL,106,0.9381720430107529,0.6770042472225658,1116,1942.0,1993.0,F,rep,FL-4
F000332,Fox,R,PA,104,0.8479755538579068,0.6478188452473869,1309,1947.0,1995.0,M,rep,PA-13
F000332,Fox,R,PA,105,0.8264248704663213,0.627415267865557,1158,1947.0,1995.0,M,rep,PA-13
F000339,Frank,D,MA,107,0.8987473903966597,0.6339947875415443,958,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,101,0.9254658385093169,0.6135959285901604,483,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,102,0.9142526071842412,0.5704948259846672,863,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,103,0.9000942507068803,0.5718361795925616,1061,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,104,0.8533333333333334,0.4511742734703025,1275,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,105,0.8571428571428571,0.5294219695031239,1113,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,106,0.8894736842105263,0.5967260739451958,1140,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,108,0.934931506849315,0.7260640044655288,1168,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,109,0.9053435114503816,0.6934079496029001,655,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,110,0.973288814691152,0.8471438041063099,1797,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,111,0.9732654360280076,0.8255102555636225,1571,1940.0,1981.0,M,rep,MA-4
F000339,Frank (MA),D,MA,112,0.9279633267845449,0.6274857478084728,1527,1940.0,1981.0,M,rep,MA-4
F000348,Franks (CT),R,CT,102,0.8683314415437003,0.4597064262059915,881,1953.0,1991.0,M,rep,CT-5
F000348,Franks (CT),R,CT,103,0.845513413506013,0.5384397621204042,1081,1953.0,1991.0,M,rep,CT-5
F000348,Franks (CT),R,CT,104,0.9003044140030442,0.6680885290468775,1314,1953.0,1991.0,M,rep,CT-5
F000349,Franks (NJ),R,NJ,103,0.8066604995374653,0.5304395143294772,1081,1951.0,1993.0,M,rep,NJ-7
F000349,Franks (NJ),R,NJ,104,0.8229007633587786,0.6409337881742635,1310,1951.0,1993.0,M,rep,NJ-7
F000349,Franks (NJ),R,NJ,105,0.8248048568950563,0.6284658862069787,1153,1951.0,1993.0,M,rep,NJ-7
F000349,Franks (NJ),R,NJ,106,0.8486973947895792,0.6356383479514993,998,1951.0,1993.0,M,rep,NJ-7
F000372,Frelinghuysen,R,NJ,104,0.8778625954198473,0.6657089295065338,1310,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,105,0.8628127696289906,0.6434365111432275,1159,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,106,0.845575959933222,0.6445341156618434,1198,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,107,0.9316770186335404,0.7639026808684409,966,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,108,0.9423558897243108,0.7803331326681864,1197,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,109,0.9299847792998478,0.7453767540300634,657,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,110,0.8785249457700651,0.6683343390288,1844,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,111,0.9109336609336608,0.7523695424583945,1628,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,112,0.9084175084175083,0.7046685841747276,1485,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,113,0.9211409395973156,0.7587769335231812,1192,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,114,0.9350152905198776,0.7745043319416771,1308,1946.0,1995.0,M,rep,NJ-11
F000372,Frelinghuysen,R,NJ,115,0.959425190194421,0.8013776560435049,1183,1946.0,1995.0,M,rep,NJ-11
F000380,Frenzel,R,MN,101,0.7454954954954955,0.374775127445937,444,1928.0,1971.0,M,rep,MN-3
F000387,Frisa,R,NY,104,0.926923076923077,0.680231037961377,1300,1955.0,1995.0,M,rep,NY-4
F000392,Frost,D,TX,101,0.9506172839506172,0.6196506267729677,486,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,102,0.907563025210084,0.5833925653363291,833,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,103,0.9042871385842473,0.5802349376670608,1003,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,104,0.8666666666666667,0.4665780438064409,1230,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,105,0.895067264573991,0.547397605537919,1115,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,106,0.929503916449086,0.6170062975170317,1149,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,107,0.921793534932221,0.6524408798584027,959,1942.0,1979.0,M,rep,TX-24
F000392,Frost,D,TX,108,0.9203084832904884,0.7253627892683246,1167,1942.0,1979.0,M,rep,TX-24
F000426,Funderburk,R,NC,104,0.9220183486238532,0.6754300527600718,1308,1944.0,1995.0,M,rep,NC-2
F000434,Furse,D,OR,103,0.9257195914577532,0.5835888219380053,1077,1936.0,1993.0,F,rep,OR-1
F000434,Furse,D,OR,104,0.9070133963750984,0.4672372329256534,1269,1936.0,1993.0,F,rep,OR-1
F000434,Furse,D,OR,105,0.8835418671799807,0.5357841953285438,1039,1936.0,1993.0,F,rep,OR-1
F000440,Fossella,R,NY,105,0.9232081911262798,0.6696699321497558,586,1965.0,1997.0,M,rep,NY-13
F000440,Fossella,R,NY,106,0.9191829484902307,0.665975827571795,1126,1965.0,1997.0,M,rep,NY-13
F000440,Fossella,R,NY,107,0.935093509350935,0.770383274090552,909,1965.0,1997.0,M,rep,NY-13
F000440,Fossella,R,NY,108,0.9195710455764076,0.772030444758623,1119,1965.0,1997.0,M,rep,NY-13
F000440,Fossella,R,NY,109,0.9110764430577224,0.7354015894201817,641,1965.0,1997.0,M,rep,NY-13
F000440,Fossella,R,NY,110,0.8914819136522754,0.6762577452024969,1714,1965.0,1997.0,M,rep,NY-13
F000441,Fletcher,R,KY,106,0.9543533389687237,0.6771329367621928,1183,1952.0,1999.0,M,rep,KY-6
F000441,Fletcher,R,KY,107,0.9699170124481328,0.7785326671870846,964,1952.0,1999.0,M,rep,KY-6
F000441,Fletcher,R,KY,108,0.9360341151385928,0.7824921159163104,469,1952.0,1999.0,M,rep,KY-6
F000443,Ferguson,R,NJ,107,0.9245283018867924,0.7614691476528778,954,1970.0,2001.0,M,rep,NJ-7
F000443,Ferguson,R,NJ,108,0.9405405405405406,0.7886646081775168,1110,1970.0,2001.0,M,rep,NJ-7
